hc1_2010,hc1_2011,hc1_2012,hc1_2013,hc1_2014,hc1_2015,hc1_2016,hc1_2017,hc1_2018,id
1.4567385,1.4633086,1.4699084,1.4765377,1.4778672,1.4831972,1.4966062,1.5279088,1.5320396,9415
1.1737456,1.1972173,1.3029097,1.4052286,1.4294647,1.4307518,1.43204,1.4333295,1.43462,9416
1.1486646,1.1590492,1.1716348,1.1843569,1.1939893,1.2036998,1.2178658,1.2321985,1.2511961,9417
1.2478225,1.2819726,1.295893,1.3099644,1.3146888,1.3170574,1.3349582,1.3702593,1.3851383,9418
1.70523,1.7709215,1.8776106,1.9237953,2.0341947,2.0674169,2.0692785,2.1182706,2.1528661,9419
1.5514655,1.6011146,1.6434538,1.7869316,1.8063352,1.8524332,1.9186081,1.9764454,2.0232396,9420
2.0544331,2.1125591,2.1297402,2.1489944,2.1548045,2.1586866,2.1801639,2.1821268,2.2217607,9426
1.9220648,1.9675714,2.0141556,2.0655572,2.074873,2.0767412,2.0786114,2.080483,2.1278243,9427
1.4528105,1.4646261,1.4765377,1.4885463,1.4912281,1.5142193,1.5528625,1.6011146,1.634603,9428
1.022755,1.0338607,1.0450869,1.0554847,1.0583383,1.0592912,1.0650269,1.0659858,1.0795022,9429
1.1972173,1.2091286,1.2355299,1.2579708,1.2636445,1.2808194,1.3005666,1.330161,1.3313587,9430
1.2058685,1.2102174,1.2134894,1.2167703,1.2411023,1.2511961,1.2602372,1.2716306,1.2842822,9431
1.1486646,1.1716348,1.1737456,1.1758603,1.2047837,1.2058685,1.2178658,1.2244601,1.2455784,9432
1.0991092,1.1150508,1.1312237,1.1342821,1.1373489,1.155924,1.1737456,1.1907698,1.191842,9433
1.3579823,1.3838922,1.4912281,1.5347999,1.5500698,1.5514655,1.5528625,1.5542607,1.5556601,9434
1.2069542,1.1993743,1.2069542,1.2145821,1.2321985,1.2500706,1.2511961,1.2523227,1.2534503,9435
1.2534503,1.2145821,1.2534503,1.2947272,1.3040829,1.3052571,1.3064324,1.3076086,1.308786,9436
2.6007502,2.621902,2.6432257,2.6623256,2.7131221,2.7180099,2.7253587,2.7278123,2.7648878,9471
