id,id_1,name_1,id_2,name_2,id_3,district,depecprov,povindex,pcinc,pcincppp,pcincmp,malkids,lif40,nosafh20,population,boyg1_5,girlg1_5,kids1_5,schoolcnt,schlpkid,schlppop,ad_illit,ad_ilgt50,lon,lat
65,5,West,13,Gandaki,65,Kaski,  15.220000000000001,  16.500000000000000,966,1561,69805,  22.899999999999999,   4.590000000000000,   7.550000000000000,480851,32403,30405,62808,645,  10.269399999999999,   1.341371900000000,  21.430000000000000,0,  83.999435099999999,  28.354779099999998
66,5,West,13,Gandaki,66,Lamjung,  21.940000000000001,  26.980000000000000,734,1186,53050,  32.200000000000003,   5.700000000000000,  11.680000000000000,166141,13793,13949,27742,424,  15.283700000000000,   2.552049200000000,  36.380000000000003,0,  84.432300499999997,  28.288990099999999
67,5,West,13,Gandaki,67,Manang,  28.559999999999999,  25.520000000000000,1959,3166,141588,  54.700000000000003,  12.020000000000000,   2.420000000000000,5827,184,234,418,32,  76.555000000000007,   5.491676700000000,  29.180000000000000,0,  84.226718500000004,  28.672701100000001
68,5,West,13,Gandaki,68,Syangja,  28.149999999999999,  25.309999999999999,752,1215,54333,  39.100000000000001,   6.850000000000000,  17.199999999999999,288097,21882,21689,43571,637,  14.619800000000000,   2.211060900000000,  29.629999999999999,0,  83.805271200000007,  28.020913799999999
69,5,West,13,Gandaki,69,Tanahu,  36.030000000000001,  29.750000000000000,663,1072,47925,  47.299999999999997,   7.270000000000000,  24.760000000000002,320532,26964,27123,54087,650,  12.017700000000000,   2.027878700000000,  31.680000000000000,0,  84.253316799999993,  27.955154799999999
70,5,West,14,Lumbini,50,Kapilbastu,  26.760000000000002,  38.259999999999998,613,990,44283,  48.700000000000003,   9.240000000000000,   4.820000000000000,568692,54605,52042,106647,511,   4.791500000000000,   0.898553200000000,  52.899999999999999,1,  82.983438800000002,  27.627632899999998
71,5,West,14,Lumbini,70,Arghakhanchi,  27.239999999999998,  27.370000000000001,562,909,40635,  31.000000000000000,   7.710000000000000,  23.480000000000000,196873,18893,18594,37487,451,  12.030799999999999,   2.290816900000000,  34.430000000000000,0,  83.081324899999998,  27.908351499999998
72,5,West,14,Lumbini,71,Gulmi,  27.359999999999999,  27.420000000000002,465,752,33625,  43.299999999999997,   8.260000000000000,  11.420000000000000,279005,24865,24999,49864,615,  12.333500000000001,   2.204261600000000,  34.420000000000002,0,  83.309026099999997,  28.093707599999998
73,5,West,14,Lumbini,73,Nawalparasi,  26.010000000000002,  27.989999999999998,716,1157,51742,  38.899999999999999,   8.090000000000000,  13.109999999999999,638836,52014,51413,103427,706,   6.826100000000000,   1.105135000000000,  36.250000000000000,0,  83.955311899999998,  27.633575300000000
74,5,West,14,Lumbini,74,Palpa,  28.420000000000002,  25.230000000000000,609,985,44031,  35.899999999999999,   7.250000000000000,  20.930000000000000,258842,22180,21734,43914,496,  11.294800000000000,   1.916226900000000,  29.180000000000000,0,  83.625681799999995,  27.817122200000000
75,5,West,14,Lumbini,75,Rupandehi,  20.100000000000001,  26.149999999999999,695,1123,50210,  37.700000000000003,   7.300000000000000,   2.500000000000000,873314,65667,65781,131448,597,   4.541700000000000,   0.683602900000000,  35.609999999999999,0,  83.391547500000001,  27.576497400000001
